#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
194165	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
196019	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.	\N	Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
196019	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
196019	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
196019	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
196512	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
196512	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
196512	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
196864	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
196864	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
198039	5.3.1.6	Ribose 5-phosphate epimerase.	D-ribose 5-phosphate = D-ribulose 5-phosphate.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
198039	5.3.1.6	Ribose 5-phosphate epimerase.	D-ribose 5-phosphate = D-ribulose 5-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
199708	4.2.1.33	3-isopropylmalate dehydratase.	3-isopropylmalate = 2-isopropylmaleate + H(2)O.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
199893	2.7.1.17	Xylulokinase.	ATP + D-xylulose = ADP + D-xylulose 5-phosphate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
201110	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
201110	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
201110	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
201110	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
201510	5.99.1.3	DNA topoisomerase (ATP-hydrolysing).	ATP-dependent breakage, passage and rejoining of double-stranded DNA.	\N	Ataxia-telangiectasia; MIM:208900.	\N	\N	\N
202741	2.4.2.19	Nicotinate-nucleotide pyrophosphorylase (carboxylating).	Nicotinate D-ribonucleotide + diphosphate + CO(2) = pyridine-2,3-dicarboxylate + 5-phospho-alpha-D-ribose 1-diphosphate.	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
202749	1.14.99.29	Deoxyhypusine monooxygenase.	Protein N6-(4-aminobutyl)-L-lysine + AH(2) + O(2) = protein N6-[(R)-4- amino-2-hydroxybutyl]-L-lysine + A + H(2)O.	\N	\N	\N	\N	\N
203841	3.1.2.2	Palmitoyl-CoA hydrolase.	Palmitoyl-CoA + H(2)O = CoA + palmitate.	\N	\N	\N	\N	\N
204027	3.1.1.45	Carboxymethylenebutenolidase.	4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.	\N	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
204879	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
204879	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
204879	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
206470	2.7.1.6	Galactokinase.	ATP + D-galactose = ADP + D-galactose 1-phosphate.	\N	Galactokinase deficiency; MIM:230200.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
206509	1.1.1.105	Retinol dehydrogenase.	Retinol + NAD(+) = retinal + NADH.	\N	\N	Retinol metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
224298	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
225400	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
225794	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
227216	3.6.4.3	Microtubule-severing ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N
228343	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
228343	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
228343	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
228343	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
228980	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
228980	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
228980	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
228980	3.1.4.3	Phospholipase C.	A phosphatidylcholine + H(2)O = 1,2-diacylglycerol + choline phosphate.	Zinc.	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
229983	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
230290	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
230795	3.1.26.4	Ribonuclease H.	Endonucleolytic cleavage to 5'-phosphomonoester.	\N	\N	\N	\N	\N
232880	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
233205	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
233389	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
233486	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
233486	6.2.1.-	Acid--thiol ligases.	\N	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
233533	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N
233595	3.4.14.-	Dipeptidyl-peptidases and tripeptidyl-peptidases.	\N	\N	\N	\N	\N	\N
233600	2.7.1.68	1-phosphatidylinositol-4-phosphate kinase.	ATP + 1-phosphatidyl-1D-myo-inositol 4-monophosphate = ADP + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
233664	1.3.5.1	Succinate dehydrogenase (ubiquinone).	Succinate + ubiquinone = fumarate + ubiquinol.	FAD; Iron-sulfur.	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
233664	1.3.5.1	Succinate dehydrogenase (ubiquinone).	Succinate + ubiquinone = fumarate + ubiquinol.	FAD; Iron-sulfur.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
233712	3.6.3.1	Magnesium-ATPase.	ATP + H(2)O = ADP + phosphate.	Magnesium.	Progressive familial intrahepatic cholestasis; MIM:211600. Benign recurrent intrahepatic cholestasis; MIM:243300.	\N	\N	\N
233791	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
233904	3.1.1.11	Pectinesterase.	Pectin + N H(2)O = N methanol + pectate.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
233904	3.1.1.11	Pectinesterase.	Pectin + N H(2)O = N methanol + pectate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
233939	6.1.1.6	Lysine--tRNA ligase.	ATP + L-lysine + tRNA(Lys) = AMP + diphosphate + L-lysyl-tRNA(Lys).	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
233939	6.1.1.6	Lysine--tRNA ligase.	ATP + L-lysine + tRNA(Lys) = AMP + diphosphate + L-lysyl-tRNA(Lys).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
234383	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
234401	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
234451	3.1.21.-	Endodeoxyribonucleases producing 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N
234526	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Methane metabolism	Energy Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
234633	1.14.13.-	With NADH or NADPH as one donor, and incorporation of one atom	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
234694	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N
234816	1.1.3.37	D-arabinono-1,4-lactone oxidase.	D-arabinono-1,4-lactone + O(2) = D-erythro-ascorbate + H(2)O(2).	FAD.	\N	\N	\N	\N
234845	3.2.1.113	Mannosyl-oligosaccharide 1,2-alpha-mannosidase.	Hydrolysis of the terminal 1,2-linked alpha-D-mannose residues in the oligo-mannose oligosaccharide Man(9)(GlcNAc)(2).	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
234928	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
235047	2.7.7.14	Ethanolamine-phosphate cytidylyltransferase.	CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235047	2.7.7.14	Ethanolamine-phosphate cytidylyltransferase.	CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine.	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
235089	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
235102	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235167	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235182	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
235182	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
235182	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
235182	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
235235	1.1.1.153	Sepiapterin reductase.	7,8-dihydrobiopterin + NADP(+) = sepiapterin + NADPH.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
235262	1.1.1.169	2-dehydropantoate 2-reductase.	(R)-pantoate + NADP(+) = 2-dehydropantoate + NADPH.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
235315	1.6.2.4	NADPH--ferrihemoprotein reductase.	NADPH + 2 ferricytochrome = NADP(+) + 2 ferrocytochrome.	FMN; FAD.	\N	\N	\N	\N
235455	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.	\N	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
235455	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
235535	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235654	2.7.8.-	Transferases for other substituted phosphate groups.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
235654	2.7.8.-	Transferases for other substituted phosphate groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235654	2.7.8.-	Transferases for other substituted phosphate groups.	\N	\N	\N	Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
235711	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
235711	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.	\N	Sulfur metabolism	Energy Metabolism	METABOLIC
235767	3.4.11.10	Bacterial leucyl aminopeptidase.	Release of an N-terminal amino acid, preferentially leucine, but not glutamic or aspartic acids.	Zinc.	\N	\N	\N	\N
235790	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.	\N	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
235790	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
235790	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
235934	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
236122	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
236177	2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase.	CDP-diacylglycerol + myo-inositol = CMP + phosphatidyl-1D-myo- inositol.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
236197	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
236197	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
236197	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
236197	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
236197	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
236260	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
236526	6.1.1.1	Tyrosine--tRNA ligase.	ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
236526	6.1.1.1	Tyrosine--tRNA ligase.	ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
236673	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N
236772	4.1.1.1	Pyruvate decarboxylase.	A 2-oxo acid = an aldehyde + CO(2).	Thiamine pyrophosphate.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
236802	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
236839	2.7.7.15	Cholinephosphate cytidylyltransferase.	CTP + choline phosphate = diphosphate + CDP-choline.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
236839	2.7.7.15	Cholinephosphate cytidylyltransferase.	CTP + choline phosphate = diphosphate + CDP-choline.	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
237034	3.1.4.-	Phosphoric diester hydrolases.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
237062	3.4.23.-	Aspartic endopeptidases.	\N	\N	\N	\N	\N	\N
237081	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
237081	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
237105	4.3.2.3	Ureidoglycolate lyase.	(-)-ureidoglycolate = glyoxylate + urea.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
237117	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase.	Nucleoside 3',5'-cyclic phosphate + H(2)O = nucleoside 5'-phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
237121	2.3.1.88	Peptide alpha-N-acetyltransferase.	Acetyl-CoA + peptide = CoA + N-acetylpeptide.	\N	\N	\N	\N	\N
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
237135	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
237173	1.7.3.3	Urate oxidase.	Urate + O(2) + H(2)O = 5-hydroxyisourate + H(2)O(2).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
237525	1.14.14.-	With reduced flavin or flavoprotein as one donor, and	\N	\N	\N	\N	\N	\N
237527	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
